Name,Text,Pic,Birth Date,兄弟,子,URL
藤原康氏,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原康氏
日奉直高,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F日奉直高
藤原宗秀,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原宗秀
藤原宗範,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原宗範
中原康俊,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F中原康俊
藤原伊実,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原伊実
藤原雅言,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原雅言
卜部基光,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F卜部基光
中原師邦,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F中原師邦
平知宣,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F平知宣
藤原季仲,"1046－1119　平安時代後期の公卿(くぎょう)。永承元年生まれ。藤原経季(つねすえ)の次男。嘉保(かほう)元年参議。権(ごんの)中納言,正二位にすすみ,大宰権帥(だざいのごんのそち)をかねて赴任。長治(ちょうじ)2年(1105)日吉社の訴えで周防(すおう)に,ついで常陸(ひたち)に配流された。元永2年6月1日配所で死去。74歳。色黒のため黒帥とあだ名された。日記に「玄記」。",,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原季仲
藤原忠雄,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原忠雄
百済光吉,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F百済光吉
藤原高俊,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原高俊
藤原末光妻,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原末光妻
大蔵種行,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F大蔵種行
大江時秀,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F大江時秀
菅原在公,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F菅原在公
藤原家成,藤原 家成（ふじわら の いえなり、嘉承2年（1107年） - 仁平4年5月29日（1154年7月11日））は、平安時代末期の公家。参議・藤原家保の三男。官位は正二位・中納言。中御門を号す。,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原家成
藤原良通,九条 良通（くじょう よしみち、仁安2年11月6日（1167年12月19日） - 文治4年2月20日（1188年3月19日））は、平安時代末期の公卿。摂政関白・九条兼実の長男。母は藤原季行の娘。妻は花山院兼雅の娘。官位は正二位・内大臣。九条内大臣、冷泉内大臣と号す。,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原良通
藤原永継,藤原 永継（ふじわら の ながつぐ、8世紀 - 没年不詳）は、奈良時代の貴族。藤原北家、大納言・藤原真楯の子。名は長継とも表記される。宝亀3年（772年）正月3日無位から従五位下に叙爵。宝亀6年（775年）4月25日内兵庫正に任ぜられる。その後の消息は不明で位階は正五位下に至る。,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原永継
藤原光泰,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原光泰
平為実,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F平為実
藤原経行,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原経行
大江重房,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F大江重房
平繁有,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F平繁有
物部経隆,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F物部経隆
藤原公守,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原公守
中原国包,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F中原国包
中原師重,"1166－1221　鎌倉時代の官吏。仁安元年生まれ。中原師尚(もろひさ)の3男。建久3年記録所寄人(よりゅうど)となり,関白九条兼実(かねざね)の家司(けいし)となる。大外記(だいげき)にすすみ,承元(じょうげん)4年明経(みょうぎょう)博士となった。承久(じょうきゅう)3年7月20日死去。56歳。号は六角。",,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F中原師重
藤原信顕,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原信顕
藤原家長,藤原 家長（ふじわら の いえなが、生没年未詳）は、平安時代末期の廷臣。藤原北家魚名流、参議・藤原家保の子。官位は正四位下・刑部卿。,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原家長
藤原基光,"?－?　平安時代後期の画家。珍海の父。奈良東大寺にすみ春日基光ともいわれた。宮廷絵師で,従五位上,内匠頭(たくみのかみ)となる。応徳(1084-87)のころ高野山灌頂(かんじょう)堂で性信(しょうしん)入道親王の肖像をえがいたという。土佐派の祖とされてきたが,確実ではない。初名は盛光。",,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原基光
中原章方,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F中原章方
藤原範名,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原範名
大江守長,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F大江守長
藤原冬輔,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原冬輔
藤原成家,"1155－1220　平安後期-鎌倉時代の公卿(くぎょう)。久寿2年生まれ。藤原俊成(としなり)の長男。母は美福門院加賀。正三位,兵部卿となった。藤原定家の同母兄だが,仲は疎遠だったという。承久(じょうきゅう)2年6月4日死去。66歳。",,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原成家
藤原貞範,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原貞範
藤原成尚,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原成尚
藤原兼平,藤原兼平（ふじわら の かねひら）藤原北家良房流（藤原基経の子）藤原北家小野宮流（藤原経季の子）藤原北家五摂家の一つ、鷹司家の初代当主の藤原兼平については、鷹司兼平を参照。,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原兼平
藤原博輔,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原博輔
藤原教時,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原教時
秦兼峯,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F秦兼峯
藤原忠兼,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原忠兼
平棟望,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F平棟望
清原頼定,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F清原頼定
藤原行家,"1223－1275　鎌倉時代の公卿(くぎょう),歌人。貞応(じょうおう)2年生まれ。藤原知家(ともいえ)の子。六条家の出身で,号は九条。従二位,左京大夫(だいぶ)にいたる。「続古今和歌集」の撰者にくわえられ,「人家(じんか)和歌集」を私撰した。文永12年1月11日死去。53歳。",,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原行家
平則子,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F平則子
藤原正綱,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原正綱
藤原雅保,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原雅保
丹波季康,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F丹波季康
中原康清,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F中原康清
藤原重経,素意（そい、生年不詳 - 嘉保元年（1094年））は、平安時代中期から後期にかけての僧・歌人。俗名は藤原重経または成経。藤原南家を出自とし、越前守・藤原懐尹の子、または、宮内少輔・藤原成尹の子で、権中納言・藤原重尹の養子。女流歌人の祐子内親王家紀伊の夫とされる。官位は従五位下・紀伊守。官職が紀伊守であったことから紀伊入道とも称される。「六条斎院歌合」などに参加。1064年（康平7年）に出家し、1071年（延久3年）大和国多武峰に移っている。1083年（永保3年）には和泉国に寂静寺を開いている。なお「多武峰往生院歌合」の判者も務めている。『後拾遺和歌集』に7首、『千載和歌集』に1首が入集している。,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原重経
中原宣康,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F中原宣康
中原雅親,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F中原雅親
小槻家遠,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F小槻家遠
平忠子,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F平忠子
藤原道良,"1234－1259　鎌倉時代の公卿(くぎょう)。文暦(ぶんりゃく)元年生まれ。二条良実の長男。母は四条隆衡(たかひら)の娘儷子。内大臣をへて建長4年(1252)右大臣,同年左大臣となった。従一位。九条左大臣とよばれた。「続古今和歌集」以下の勅撰集に5首がはいる。正元(しょうげん)元年11月8日死去。26歳。",,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原道良
丹波忠憲,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F丹波忠憲
藤原憲説,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原憲説
平惟子,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F平惟子
藤原光則,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原光則
藤原行能,世尊寺 行能（せそんじ ゆきよし、治承3年（1179年） - 建長7年（1255年）？）は、鎌倉時代前期の公卿・能書家・歌人。太皇太后宮亮・藤原伊経の長男。母は法橋増宗の娘。法号は寂然。世尊寺家の第8代目当主。「世尊寺」の家名は行能の代より用いられたとされている。官位は従三位・右京大夫。,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原行能
秦相政,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F秦相政
麻績高清,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F麻績高清
藤原維行,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原維行
丹波広茂,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F丹波広茂
中原貞倫,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F中原貞倫
藤原知長,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原知長
藤原成能,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原成能
藤原成兼,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原成兼
藤原良平,藤原  良平（ふじわら りょうへい、1986年2月15日 - ）は、埼玉西武ライオンズに所属するプロ野球選手（投手）。,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原良平
藤原恩子,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原恩子
中原師光,生年月日:1206年5月3日鎌倉時代前期;後期の官人・歌人1265年没,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F中原師光
平忠長,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F平忠長
藤原家房,藤原家房（ふじわら の いえふさ、仁安2年（1167年） - 建久7年7月22日（1196年8月17日））は、平安時代末期から鎌倉時代前期にかけての公卿・歌人。父は摂政松殿基房、母は内大臣三条公教の娘。兄藤原隆忠の母とは姉妹。傍流とされたため、「松殿」は名乗らなかった。寿永元年（1182年）に従五位上に叙され、侍従・左近衛中将などを歴任して文治3年1月23日（1187年3月4日）に従三位に叙される。建久6年（1195年）に従二位権中納言に昇進したが、翌年に30歳の若さで没した。和歌・漢詩に優れ盟友である九条良経とともに九条家の文芸集団の中心にあった。早世のため遺された作品は少ないが、勅撰和歌集においては『新古今和歌集』と『新続古今和歌集』に採録されている。,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原家房
和気時名,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F和気時名
菅野宗仲,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F菅野宗仲
丹波雅章,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F丹波雅章
藤原忠家,"1229－1275　鎌倉時代の公卿(くぎょう)。寛喜(かんぎ)元年7月生まれ。九条教実(のりざね)の子。延応元年従三位。内大臣,右大臣をへて文永10年関白,氏長者,従一位にすすみ,11年摂政となった。建治(けんじ)元年6月9日死去。47歳。通称は一音院関白。",,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原忠家
中原師員,中原 師員（なかはら の もろかず、元暦元年（1184年） - 建長3年6月22日（1251年7月12日））は鎌倉時代の人物。大江広元（中原広元）を出した明経道中原氏の庶流貞親流で、師員の父師茂は中原親能（藤原親能）、広元（大江広元）兄弟の従兄弟にあたる（師茂の父である忠順と親能・広元の父とされる広季の兄弟が貞親の曾孫にあたる）。その縁で北条泰時の時代に鎌倉に下向し、初代評定衆の一員に加わったものとみられる。1231年（寛喜3年）春の除目で大外記補任、その直後の同年5月に摂津守に任官している。1236年（嘉禎2年）12月26日条に「去る十八日の除目の聞書到着す。武州（北条泰時）左京権大夫を兼ね給う。師員主計の頭に任ず」とある。連署執権北条時房死後には政所下文に北条泰時の次に署判を加えている。中原師員は将軍藤原頼経の側近でもあったが、その立場は、京と鎌倉、評定衆の評定と政所、恩沢奉行としては執権と将軍の結節点となっており、執権対将軍という中では中立的な立場がそもそもの役割だったのだろう。そのため宮騒動においても、藤原定員のように連座することも、後藤基綱のように警戒されることもなく、政権中枢であり続け、子の中原師連も宗尊親王の御所奉行、評定衆として活躍し、その家系は鎌倉時代末期には摂津氏と呼ばれて幕府中枢の事務官僚を世襲した。その子中原師連とともに『吾妻鏡』に多数実名で登場することから、『吾妻鏡』編纂の原史料としてその日記・筆録の類が利用された可能性が高いとされている。,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F中原師員
藤原教康,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原教康
平氏村,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F平氏村
大宅時光,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F大宅時光
中臣吉光,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F中臣吉光
藤原助直,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原助直
中原宣重,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F中原宣重
藤原兼宣,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原兼宣
藤原資経,"1180－1251　鎌倉時代の公卿(くぎょう)。治承(じしょう)4年生まれ。藤原定経(さだつね)の長男。母は平親範の娘。信濃守(しなののかみ),三河守を歴任し,正治(しょうじ)元年父の出家で祖父経房(つねふさ)の養子となり家督をつぐ。蔵人頭(くろうどのとう)をへて,貞応(じょうおう)元年(1222)参議,左大弁となる。正三位。「平家物語」の作者として名がつたえられるひとり。建長3年7月15日死去。72歳。法名は乗願。号は吉田大武。",,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原資経
中原師文,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F中原師文
藤原景実,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原景実
中原盛秀,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F中原盛秀
藤原遠守,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原遠守
大江範兼,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F大江範兼
平盛高,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F平盛高
藤原理子,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原理子
中原光広,,,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F中原光広
藤原忠通,[生]永長2(1097).1.29. 京都[没]長寛2(1164).2.19. 京都平安時代後期の廷臣。別称，法性寺 (ほっしょうじ) 殿。忠実の長男。母は右大臣源顕房の娘師子。保安2 (1121) 年父が白河法皇との確執で辞職したあとをうけて関白となったが，これによって父と不和になった。翌年左大臣，従一位，翌々年崇徳天皇の摂政，大治3 (28) 年太政大臣，同4年関白となった。同年鳥羽上皇の院政が開始され，政界に復帰した忠実，その寵愛を受ける弟頼長と対立。永治1 (41) 年近衛天皇の摂政，久安6 (50) 年関白となったが，氏長者の地位は頼長に奪われた。保元1 (56) 年保元の乱 (→保元・平治の乱 ) 後再び氏長者となり，同3年関白の地位を嫡子基実に譲って引退。応保2 (62) 年出家，法名を円観といった。漢詩集『法性寺関白集』，和歌集『田多民治集』があり，書では法性寺流の始祖。,http://commons.wikimedia.org/wiki/Special:FilePath/Fujiwara_no_Tadamichi_from_Tenshi_-_Sekkan_Miei.jpg?width=300,,,,https://w3id.org/hi/snorql/?describe=https%3A%2F%2Fw3id.org%2Fhi%2Fapi%2Fentity%2Fchname%2F藤原忠通
